"","barcode","Genotype","line","compartment","plant_height","branch_number","pod_weight_plant","main","pods_plant","pods_branch","weight_pod","first_flowers_DAS","peak_flowers_DAS","flowering_days_to_peak","total_flowering_days","pixel.day_peak","pixel.days_to_peak","total_pixel.days","mean_pixel.days_to_peak","R01_raceme_start","R02_mean_rate","R03_max_rate","R04_DAS_of_max_rate","R05_main_ext_period","R06_50ht_period","R07_75ht_period","R08_50ht_rate","R09_75ht_rate","R10_max_height","R11_max_height_DAS","R12_extension_days_to_max","seed wt_10p_g","seeds_per_pod","TGW_g","BBCH51","BBCH61"
"179","BR024-25218","N1C1J1_PH25","L5","C6",148,16,42.3,79,614,36,0.068892508,58,74,17,45,14725,125110,175111,7359.411765,48.78542824,60.15681286,121.0154071,52.7849537,20.53466501,8.453673375,14.71505975,82.863386,70.31911642,1637,89.78533565,40.99990741,3009,9,3.2,46,60
"180","BR024-26111","N1C2J1_PH26","L1","C5",140,13,35.2,NA,NA,NA,NA,55,76,22,51,16795,148495,303816.5,6749.772727,43.02966435,34.99586173,119.006887,47.02984954,35.56420498,14.73175043,22.68732711,48.53462617,46.10503453,1624,89.02949074,45.99982639,2103,10,2.02,39,59
"181","BR024-26112","N1C2J1_PH26","L2","C5",120,13,46.5,119,1041,74,0.044668588,55,75,21,39,7160,57165,102660,2722.142857,45.1127662,40.46206553,97.07302948,48.11221065,25.12723922,10.7392894,18.20251971,51.72595498,46.35347268,1453,77.11258102,31.99981481,1914,10,1.84,39,52
"182","BR024-26113","N1C2J1_PH26","L4","C5",131,14,45.6,NA,NA,NA,NA,58,67,10,47,5020,13725,75840,1372.5,46.20211806,25.80622988,106.9888553,49.20238426,43.73362577,14.91897554,23.41791651,43.63570396,40.54587861,1494,104.2053241,58.00320602,2224,10,2.29,40,53
"183","BR024-26114","N1C2J1_PH26","L7","C5",138,12,41.1,74,701,54,0.058630528,56,77,22,49,4740,41960,72337.5,1907.272727,47.39134259,25.95518167,87.09172856,48.39028935,36.40506209,13.21186039,21.37409578,39.39641994,36.76178905,1361,99.34778935,51.95644676,2206,12,1.92,39,52
"184","BR024-26215","N1C2J1_PH26","L2","C6",155,10,24,NA,NA,NA,NA,47,70,24,41,50333,421096,638948.5,17545.66667,42.57885417,28.04002178,127.0117603,46.5790625,47.38940685,12.23543301,19.83585316,63.42235698,56.53903519,1682,93.57915509,51.00030093,1706,11,1.61,38,48
"185","BR024-26216","N1C2J1_PH26","L3","C6",129,14,36.8,NA,NA,NA,NA,51,77,27,47,35311,346387.5,564292,12829.16667,46.67324074,39.44195758,120.9761968,48.67289352,27.07776352,15.24967593,22.38670102,39.60739906,39.93442354,1460,82.67280093,35.99956019,2915,12,2.49,40,53
"186","BR024-26217","N1C2J1_PH26","L4","C6",145,14,31.1,29,741,49,0.04197031,53,67,15,52,13715,47800,143227.5,3186.666667,45.73077546,38.10065268,103.0417414,47.73038194,29.36957562,14.42376824,23.31536367,44.30187656,40.2738732,1500,90.7303588,44.99958333,2225,9,2.37,39,50
"187","BR024-26218","N1C2J1_PH26","L5","C6",133,12,34.6,168,820,63,0.042195122,57,75,19,48,3170,28490,47832.5,1499.473684,46.78079861,30.40677481,92.00532438,48.77993056,35.28161097,12.28831414,21.56812919,48.17585171,41.38050139,1502,89.77982639,42.99902778,2424,9,2.75,39,50
"188","BR024-27111","N4C2J1_PH27","L1","C5",164,17,39.9,NA,NA,NA,NA,63,78,16,43,12570,85960,187791,5372.5,53.03052083,35.54208069,103.0011921,55.03059028,37.36978742,9,18.08069556,81.88888889,61.19786687,1778,105.0304745,51.9999537,2633,9,2.8,51,66
"189","BR024-27112","N4C2J1_PH27","L3","C5",150,14,35.2,39,434,29,0.081105991,63,82,20,33,23480,236121.5,308887,11806.075,53.14777778,69.61803369,104.0228754,56.14780093,21.27178723,8.86828551,15.18779225,96.12906565,81.99019185,1871,82.14806713,29.00028935,2249,7,3.46,53,64
"190","BR024-27113","N4C2J1_PH27","L4","C5",155,17,28.2,96,691,38,0.04081042,64,80,17,32,21640,165883.5,266073.5,9757.852941,54.2034838,64.47263516,114.0079172,58.20354167,18.24805202,6.781536926,12.16871635,97.10188224,80.71927814,1595,82.20375,28.0002662,1303,6,2.33,54,67
"191","BR024-27114","N4C2J1_PH27","L5","C5",150,15,38.3,NA,NA,NA,NA,64,81,18,37,39385,348200.5,613447,19344.47222,53.29636574,61.7101841,104.9805592,55.29633102,18.72462409,6.695168356,12.80117595,95.21791926,75.09075757,1595,104.2961343,50.99976852,2166,6,3.38,53,67
"192","BR024-27215","N4C2J1_PH27","L2","C6",138,20,36.7,107,780,37,0.047051282,61,75,15,43,6360,53572.5,118782.5,3571.5,52.59369213,58.55505192,119.0179078,55.59366898,18.29218769,6.166859568,12.04191889,97.86180362,74.3859852,1469,89.5937963,37.00010417,2456,8,3,50,64
"193","BR024-27216","N4C2J1_PH27","L3","C6",164,16,40.9,NA,NA,NA,NA,62,79,18,39,19960,191783.5,362255,10654.63889,52.67385417,56.7991858,104.0072227,56.67388889,23.15174032,8.484004256,15.69509217,86.6336199,69.92631761,1750,92.6737963,39.99994213,2766,9,3.11,53,66
"194","BR024-27217","N4C2J1_PH27","L4","C6",125,16,44.3,127,650,38,0.068153846,56,67,12,32,8075,35515,67393,2959.583333,49.70827546,70.35017744,139.0080444,51.70832176,13.67160731,4.936186712,9.847011054,113.6504822,82.41079405,1302,89.70847222,40.00019676,2515,9,2.76,48,58
"195","BR024-27218","N4C2J1_PH27","L7","C6",150,12,37.9,NA,NA,NA,NA,63,74,12,31,11340,57287.5,147021,4773.958333,52.87465278,64.83847296,99.96182014,56.87545139,17.10404254,6.992473841,12.39336268,87.6656837,74.47534811,1540,91.84349537,38.96884259,2816,11,2.51,53,65
"196","BR024-28111","N7C1J1","L1","C5",102,8,19.9,31,508,56,0.039173228,53,68,16,37,11670,54165,89505,3385.3125,44.03239583,29.95449753,90.98736287,46.03265046,26.19973843,14.51975694,21.17284188,31.9564578,31.38454459,1102,75.03211806,30.99972222,777,3,2.29,39,50
"197","BR024-28112","N7C1J1","L2","C5",156,15,14.9,NA,NA,NA,NA,54,73,20,52,6865,44445,90385,2222.25,46.09280093,32.18194278,106.9962849,49.09246528,38.92244817,14.87463976,27.81622323,48.33730509,37.83763134,1634,105.0811227,58.98832176,341,2,2.01,41,53
"198","BR024-28114","N7C1J1","L5","C5",168,13,53.8,NA,NA,NA,NA,59,95,37,46,8623,159137,226242,4301,53.29148148,33.76064234,63.01385721,54.29126157,37.48447636,15.49978588,28.07293475,45.90385993,37.67863992,1685,102.291331,48.99984954,928,5,1.82,48,60
"199","BR024-28215","N7C1J1","L1","C6",133,19,43.8,38,991,50,0.04419778,54,67,14,28,5190,20820,48593,1487.142857,47.50699074,51.96256802,91.00315983,48.50695602,19.40435276,7.639686904,13.77559755,72.97419475,60.92294705,1427,102.5069792,54.99998843,1771,8,2.21,43,55
"200","BR024-28216","N7C1J1","L3","C6",124,13,42.4,NA,NA,NA,NA,54,67,14,29,41172,235260,483489,16804.28571,50.66891204,52.41425533,78.99725704,51.66894676,17.73754094,8.575184896,13.97545631,60.69839966,55.54380357,1323,78.66921296,28.00030093,2164,11,1.99,42,55
"201","BR024-28217","N7C1J1","L4","C6",165,11,66.3,NA,NA,NA,NA,45,59,15,60,51822,302173,887716,20144.86667,39.71771991,56.00947746,104.0096305,43.71792824,23.78526029,8.945350235,16.33328704,83.28349147,68.08182563,1768,77.71780093,38.00008102,1175,5,2.55,36,46
"202","BR024-28218","N7C1J1","L7","C6",140,13,29.3,56,638,46,0.045924765,52,67,16,37,36355,171248,359116,10703,48.86336806,62.82576412,127.0544099,52.86314815,18.35075174,7.011553293,12.99590856,93.63117879,74.38879669,1541,100.8630903,51.99972222,994,6,1.68,46,53
"203","BR024-29111","O1J3_PH29","L1","C5",137,9,18.7,NA,NA,NA,NA,51,82,32,55,14435,147845,326842.5,4620.15625,53.03321759,21.42201051,32.00185196,53.03321759,37.92361132,20.2153433,30.09623431,19.49014637,21.78013346,1346,102.0332523,49.00003472,805,5,1.58,39,52
"204","BR024-29112","O1J3_PH29","L2","C5",182,5,30.3,36,658,110,0.046048632,55,68,14,51,14830,87378,347886,6241.285714,56.10643519,34.50526206,61.01271098,60.10625,31.11699306,15.15121224,24.35802407,37.78575541,36.36378703,1553,103.1065046,47.00006944,233,2,1.29,46,57
"205","BR024-29113","O1J3_PH29","L4","C5",146,9,27.8,NA,NA,NA,NA,60,75,16,41,31768,265285,516109,16580.3125,54.22100694,34.82543662,47.00707282,54.22100694,27.25019676,13.26532407,20.41169718,38.67225536,38.48283624,1390,89.22125,35.00024306,127,1,1.27,46,61
"206","BR024-29114","O1J3_PH29","L5","C5",134,6,14.6,78,611,87,0.023895254,62,90,29,43,6795,76242.5,124597.5,2629.051724,62.2930787,20.50483558,31.99370494,70.29298611,32.88004907,16.35483423,24.05282407,19.50493631,22.49216135,1188,104.2928356,41.99975694,42,0,1.4,48,62
"207","BR024-29215","O1J3_PH29","L1","C6",137,9,23.2,8,574,57,0.040418118,53,67,15,52,14910,63026,290785.5,4201.733333,52.51190972,22.37193605,43.99796306,52.51190972,39.64341745,19.31959748,30.53947277,24.14646581,23.87893221,1351,104.5118403,51.99993056,293,2,1.33,46,55
"208","BR024-29216","O1J3_PH29","L2","C6",147,8,28,NA,NA,NA,NA,57,67,11,48,19854,115635,362713.5,10512.27273,52.60186343,41.6889164,57.99261668,54.60200231,26.54422556,12.36393203,18.72656205,49.5796967,49.20817806,1534,93.60225694,41.00039352,513,2,2.14,46,58
"209","BR024-29217","O1J3_PH29","L4","C6",136,7,30.5,55,725,91,0.042068966,57,67,11,36,27715,134380,435476.5,12216.36364,51.70283565,38.35627637,54.99872688,53.70269676,26.67360069,13.38237983,19.03401395,42.40650819,44.7751064,1439,97.70299769,46.00016204,329,3,1.18,42,59
"210","BR024-29218","O1J3_PH29","L7","C6",172,8,20.3,NA,NA,NA,NA,55,76,22,50,21118,251171.5,534863,11416.88636,54.86208333,29.10909524,47.00108799,58.8628588,34.48406732,13.93358468,26.00084491,38.39643655,31.84511899,1472,97.86366898,43.00158565,266,3,1.06,41,57
"211","BR024-30111","N5C2J2_PH30","L1","C5",189,10,20.7,53,647,59,0.031993818,66,85,20,40,32554,330541,537519,16527.05,59.034375,69.11463582,142.0049307,61.03434028,19.92631494,7.333371914,13.71518519,106.090351,84.03094704,1798,104.0342014,44.99982639,1152,7,1.72,56,67
"212","BR024-30112","N5C2J2_PH30","L3","C5",171,12,19.1,NA,NA,NA,NA,64,80,17,27,58496,392009.5,691941.5,23059.38235,58.14459491,75.65286172,156.9909149,60.14452546,18.51483167,6.788363051,13.07958111,118.9535672,90.08316016,1783,88.14472222,30.00012731,649,4,1.62,55,67
"213","BR024-30113","N5C2J2_PH30","L4","C5",155,14,19.1,NA,NA,NA,NA,61,78,18,44,59127,446597,890859.5,24810.94444,54.22211806,38.61013389,228.96025,59.22236111,32.10038079,7.744407793,13.28750637,91.54993112,78.30664169,1626,103.2247685,49.00265046,1354,4,3.15,50,64
"214","BR024-30114","N5C2J2_PH30","L7","C5",167,10,17.1,60,832,76,0.020552885,65,81,17,40,37918,276149,587472.5,16244.05882,58.39480324,63.72408553,145.9915514,62.39517361,20.02539525,7.282217277,13.5317491,100.5874958,79.23957146,1659,89.39542824,31.000625,1986,5,4.23,55,67
"215","BR024-30215","N5C2J2_PH30","L1","C6",163,14,23.4,65,907,60,0.025799338,61,77,17,44,41351,273503,676153,16088.41176,54.51298611,62.19822809,171.5679216,58.51299769,20.46682099,8.67997963,15.1397258,84.44720279,70.70801773,1650,99.53984954,45.02686343,954,4,2.17,51,63
"216","BR024-30216","N5C2J2_PH30","L2","C6",138,12,26.3,NA,NA,NA,NA,61,76,16,44,32643,195859,475987.5,12241.1875,55.60408565,60.33769912,123.9727375,58.60436343,15.36187182,6.843537521,11.62042056,77.51838846,66.97261909,1291,77.60438657,22.00030093,725,3,2.42,52,63
"217","BR024-30217","N5C2J2_PH30","L4","C6",175,12,36.8,67,1161,89,0.031696813,65,80,16,40,52648,328110,758010.5,20506.875,58.73283565,70.27126593,178.9813561,61.73305556,18.65912023,7.639099473,13.02196783,96.87005682,84.24226003,1728,82.73313657,24.00030093,728,4,2.08,55,67
"218","BR024-30218","N5C2J2_PH30","L7","C6",151,16,38,NA,NA,NA,NA,61,74,14,29,34611,196169.5,516707.5,14012.10714,53.86655093,63.73000352,151.9947224,57.86730324,17.73575926,7.138352172,12.94297521,93.50897573,73.92040737,1457,91.83527778,37.96872685,696,4,1.7,49,64
"219","BR024-31111","N1C1J1_PH31","L1","C5",171,17,39,32,731,41,0.053351573,64,78,15,42,29073,160790.5,388407,10719.36667,52.03549769,44.03792945,97.99886575,55.03550926,30.63949683,8.948231362,20.31441196,83.87132268,55.36709613,1797,103.0353588,50.99986111,2776,7,3.97,51,66
"220","BR024-31112","N1C1J1_PH31","L3","C5",193,20,42.5,53,959,46,0.044316997,59,68,10,40,24340,94535,345428.5,9453.5,49.15398148,69.43449297,127.0147008,53.15378472,22.61700104,9.876586282,16.67595593,90.71960436,79.00596555,1986,86.15424769,37.0002662,1862,5,3.58,47,61
"221","BR024-31113","N1C1J1_PH31","L4","C5",147,19,34.6,NA,NA,NA,NA,62,76,15,43,19980,124130,230622.5,8275.333333,51.22667824,46.43076411,84.99409763,55.22663194,26.29506586,11.050807,19.00585405,61.57921319,53.5755982,1651,88.22666667,36.99998843,1251,5,2.78,50,66
"222","BR024-31114","N1C1J1_PH31","L7","C5",136,17,41.6,NA,NA,NA,NA,63,76,14,42,11465,47072.5,133097.5,3362.321429,53.3768287,51.49660657,90.00208338,55.37643519,22.23835853,9.147898663,16.77638741,69.3055338,56.83583579,1578,82.37645833,28.99962963,1498,5,3.06,50,67
"223","BR024-31215","N1C1J1_PH31","L2","C6",185,19,34.4,20,702,35,0.049002849,60,72,13,43,17235,106975,211155.5,8228.846154,49.57760417,62.45039436,118.0027315,53.5775,25.52105581,9.954952667,17.12786391,91.71314325,78.14751489,2002,92.57792824,43.00032407,1873,5,3.67,50,63
"224","BR024-31216","N1C1J1_PH31","L3","C6",154,21,31.5,2,676,31,0.046597633,61,80,20,38,11080,72257.5,120400,3612.875,51.66563657,48.22574968,114.9747162,54.66563657,24.73574818,6.891219878,17.36876167,98.74884448,57.61780943,1581,87.66563657,36,1707,4,3.88,50,67
"225","BR024-31217","N1C1J1_PH31","L5","C6",138,15,26.3,NA,NA,NA,NA,66,78,13,39,10850,52075,93005,4005.769231,54.7783912,44.55854257,93.02045589,58.7784375,24.34774428,10.91882738,17.46137628,55.36308788,51.8143579,1501,101.9050463,47.12665509,1640,4,3.73,53,67
"226","BR024-31218","N1C1J1_PH31","L7","C6",149,17,45.4,NA,NA,NA,NA,60,74,15,32,21305,152687.5,246495,10179.16667,50.88337963,63.40897356,99.0057295,54.88290509,21.22254824,9.091695698,15.81551325,82.32787643,70.92719548,1793,81.88378472,31.00040509,1866,5,3.46,49,61
"227","BR024-32111","N1C1J1.N5C2J2","L1","C5",198,14,40.5,60,883,59,0.045866365,59,75,17,47,36444,255968,519815.5,15056.94118,50.03655093,78.13591847,181.9894682,54.0366088,17.92133538,7.764317708,13.76709872,103.2286455,85.40288871,1797,73.03649306,22.99994213,1840,6,3.23,48,62
"228","BR024-32112","N1C1J1.N5C2J2","L2","C5",139,16,29.3,NA,NA,NA,NA,59,73,15,47,16080,102555,260212.5,6837,50.09363426,72.12004147,131.9954168,52.09365741,19.96671065,8.642992725,15.21309377,93.94893943,79.17521698,1870,77.09387731,27.00024306,1347,7,2.01,49,60
"229","BR024-32113","N1C1J1.N5C2J2","L4","C5",222,15,11.1,8,543,34,0.020441989,64,81,18,41,46468,369762.5,903433.5,20542.36111,55.22440972,72.99005396,119.0082645,58.22440972,21.89476392,8.446088927,15.52215788,104.4862312,85.66785688,2089,83.22467593,28.0002662,538,2,2.24,53,67
"230","BR024-32114","N1C1J1.N5C2J2","L5","C5",198,15,40,NA,NA,NA,NA,60,76,17,45,43982,337246,695440,19838,51.2825463,67.17585261,141.9819236,53.28263889,23.90442306,9.142632275,17.06240162,99.42432033,78.79898914,2042,82.28258102,31.00003472,2484,8,3.18,50,64
"231","BR024-32215","N1C1J1.N5C2J2","L1","C6",191,13,40.4,67,709,51,0.056981664,61,76,16,44,42479,331797,589081.5,20737.3125,52.53266204,69.73751659,133.9937966,55.53270833,21.86627908,8.069774232,14.72552762,106.1367983,86.53340194,1971,81.53284722,29.00018519,2116,8,2.75,51,64
"232","BR024-32216","N1C1J1.N5C2J2","L3","C6",159,17,44.8,NA,NA,NA,NA,58,75,18,33,39138,337397,509295.5,18744.27778,50.65853009,72.95253142,141.0408104,53.65833333,18.96301572,7.666859568,13.65485901,102.3887281,84.87821071,1796,85.65856481,35.00003472,2605,8,3.47,50,61
"233","BR024-32217","N1C1J1.N5C2J2","L5","C6",192,15,44.1,53,772,48,0.057124352,59,72,14,46,41207,245233,555354,17516.64286,50.77385417,86.0116111,151.0419561,53.77319444,19.30785831,8.699914352,14.53558614,110.7482167,96.26374789,2043,84.77402778,34.00017361,1681,5,3.11,50,62
"234","BR024-32218","N1C1J1.N5C2J2","L7","C6",165,17,13.1,NA,NA,NA,NA,59,75,17,43,10005,72652.5,165842.5,4273.676471,48.88635417,42.03876808,138.0559254,52.88615741,29.54177909,11.83688884,19.81697507,58.58803014,52.29102808,1671,81.88709491,33.00074074,331,2,1.66,47,60
"235","BR024-33111","N6C2J2.N7C1J1","L1","C5",198,8,27.4,17,550,61,0.049818182,53,77,25,53,25555,287415,648482,11496.6,46.03833333,36.98636312,118.0737961,48.03762731,39.73085959,10.73685793,26.22546131,77.07096485,46.85332264,1905,102.0376852,55.99935185,1204,6,1.91,42,55
"236","BR024-33112","N6C2J2.N7C1J1","L2","C5",169,7,32.6,NA,NA,NA,NA,52,73,22,54,33452,300466,626934,13657.54545,47.09728009,42.1087367,120.9957988,49.09689815,29.6921755,10.2497772,22.46218403,70.19664779,46.80088093,1627,105.0855556,57.98827546,1582,6,2.68,43,53
"237","BR024-33113","N6C2J2.N7C1J1","L4","C5",114,12,6.9,16,327,25,0.021100917,58,76,19,47,9440,69965,139802.5,3682.368421,50.23592593,30.7469921,76.00791749,52.2358912,25.60575673,10.29561369,19.9252338,43.17372557,33.06109262,1157,102.2393981,52.00347222,591,3,1.79,46,57
"238","BR024-33114","N6C2J2.N7C1J1","L7","C5",148,11,19.9,NA,NA,NA,NA,57,87,31,48,16940,223785,344967.5,7218.870968,50.4006713,30.96107168,101.0362514,52.3940162,33.95554298,12.79094923,25.08358576,45.38365289,34.8734032,1477,104.3939815,53.99331019,460,3,1.39,44,57
"239","BR024-33215","N6C2J2.N7C1J1","L1","C6",150,8,18.8,NA,NA,NA,NA,61,102,42,44,11775,187416,208531,4462.285714,56.5162963,32.13377354,80.99062608,59.51642361,33.9300331,11.63518675,21.6640162,52.89988148,42.10899731,1487,99.54315972,43.02686343,818,5,1.67,48,62
"240","BR024-33216","N6C2J2.N7C1J1","L3","C6",165,8,17,NA,NA,NA,NA,54,74,21,51,24305,243904.5,693290,11614.5,48.65539352,39.58505791,91.00210653,50.65521991,35.65739384,16.98906388,25.769485,47.64829925,46.01372514,1805,104.6552199,55.99982639,1384,7,1.98,43,54
"241","BR024-33217","N6C2J2.N7C1J1","L4","C6",182,11,22.6,19,804,67,0.028109453,55,86,32,50,27393,403399.5,599510.5,12606.23438,49.73393519,30.57751485,92.98816123,50.7340625,42.06031806,12.79181568,23.64120932,55.85602683,45.33397533,1729,104.7340625,55.00012731,418,3,1.67,46,57
"242","BR024-33218","N6C2J2.N7C1J1","L5","C6",185,8,33.87,32,512,57,0.066152344,56,74,19,49,22033,202140,565062,10638.94737,50.79130787,47.83123917,133.0184748,52.79092593,26.19626884,8.737689929,17.65400196,82.97387592,59.75982117,1620,87.79200231,37.00069444,1782,8,2.38,46,57
"243","BR024-34111","N5C2J2.N7C1J1","L1","C5",166,11,38.6,76,1127,94,0.034250222,60,78,19,46,35917,314062,649293.5,16529.57895,54.03883102,56.31534814,97.99773153,58.03880787,23.07363877,9.312463831,16.88371555,77.85265137,64.20387722,1736,89.03884259,35.00001157,1321,7,1.97,50,62
"244","BR024-34112","N5C2J2.N7C1J1","L3","C5",163,13,23.5,NA,NA,NA,NA,62,79,18,43,51459,346470.5,1084907,19248.36111,57.14582176,43.90027006,88.98867042,61.14575231,27.56019492,12.67576164,20.08604727,53.13290193,50.22142915,1641,100.1513889,43.00556713,464,4,1.13,52,66
"245","BR024-34113","N5C2J2.N7C1J1","L5","C5",160,11,30.4,NA,NA,NA,NA,61,83,23,44,33361,331558,578321.5,14415.56522,53.26484954,59.87771376,139.9773185,55.26478009,21.14810203,8.146390286,15.61336411,87.33929692,67.77847442,1687,89.26480324,35.9999537,1011,6,1.84,50,64
"246","BR024-34114","N5C2J2.N7C1J1","L7","C5",181,7,37.4,83,637,80,0.058712716,61,85,25,44,19419,315014,486060,12600.56,54.38466435,56.21107998,90.96841375,57.38487269,27.21705401,10.81583181,18.6893945,81.13106929,68.76894809,1931,94.3850463,40.00038194,1640,8,2,50,64
"247","BR024-34215","N5C2J2.N7C1J1","L2","C6",153,11,46.1,61,1078,90,0.042764378,58,80,23,38,11620,136450,201203,5932.608696,50.58240741,56.83248284,150.9930096,52.58221065,21.40149329,9.639312554,16.38322994,71.94496455,62.2740451,1607,90.5824537,40.0000463,1277,6,2.2,46,57
"248","BR024-34216","N5C2J2.N7C1J1","L3","C6",195,9,32.9,NA,NA,NA,NA,70,88,19,31,42419,352693,560076.5,18562.78947,61.67508102,82.9300548,155.0430675,65.67510417,19.24633963,7.361348895,13.58298637,119.6112306,97.75096311,2089,87.6749537,25.99987269,1751,8,2.22,60,72
"249","BR024-34217","N5C2J2.N7C1J1","L4","C6",175,9,42,NA,NA,NA,NA,57,74,18,46,43211,370541.5,726388.5,20585.63889,52.73601852,57.17295645,116.9864599,55.73628472,23.63005316,9.000358796,16.44032083,83.44111796,68.49014757,1800,95.73636574,43.00034722,1257,6,2,48,60
"250","BR024-34218","N5C2J2.N7C1J1","L5","C6",152,12,41.9,66,1074,83,0.039013035,59,71,13,43,25450,166004,409603,12769.53846,52.78385417,61.57337477,133.9596881,54.78390046,18.70613726,6.986327921,13.30809473,92.03690512,72.21168917,1572,79.78454861,27.00069444,1919,7,2.74,50,59
"251","BR024-35111","N6C2J2_PH35","L1","C5",118,10,15.4,NA,NA,NA,NA,67,95,29,39,5470,52199.5,77607,1799.982759,59.03993056,24.46927088,98.0034029,61.03989583,29.47778884,5.950000579,21.79758446,68.99158993,27.74389984,1077,105.0398032,45.99987269,968,6,1.76,55,74
"252","BR024-35112","N6C2J2_PH35","L3","C5",89,13,7.1,8,369,26,0.019241192,67,95,29,38,1455,14800,20090,510.3448276,60.15055556,38.03933474,99.98611304,61.15069444,15.91510483,4.454643308,10.01607658,76.10036911,50.46886335,966,90.15084491,30.00028935,505,4,1.15,55,72
"253","BR024-35113","N6C2J2_PH35","L5","C5",124,14,26.1,122,831,55,0.031407942,65,89,25,40,16255,185710,316771.5,7428.4,58.27532407,40.78114757,106.9752372,61.27539352,22.23576466,6.840939604,16.11119084,74.55116249,47.04804303,1292,100.2754051,42.00008102,2153,11,1.89,54,67
"254","BR024-35114","N6C2J2_PH35","L7","C5",104,13,16.6,NA,NA,NA,NA,70,89,20,35,7420,54615,77760,2730.75,58.39259259,25.5858439,113.9762549,60.39350694,26.55765441,3.956064009,21.59114236,99.46755136,26.50392418,1015,102.3932986,44.00070602,1251,7,1.87,53,74
"255","BR024-35215","N6C2J2_PH35","L2","C6",134,11,29,66,825,69,0.035151515,65,82,18,40,18285,146760,290642,8153.333333,56.58782407,46.68201294,100.038209,59.58756944,21.28014491,7.191427305,15.63185705,77.73143999,53.12868443,1386,83.588125,27.00030093,2152,12,1.74,53,67
"256","BR024-35216","N6C2J2_PH35","L2","C6",115,9,25.8,NA,NA,NA,NA,62,86,25,41,5825,72930.5,117193,2917.22,56.60644676,31.65215697,92.03302111,59.60622685,24.98091997,10.09380172,19.1772385,44.13599675,34.48098119,1163,102.6064931,46.0000463,1855,9,2.02,52,66
"257","BR024-35217","N6C2J2_PH35","L4","C6",118,15,8.2,14,398,25,0.020603015,65,80,16,40,13165,78420,236611,4901.25,57.71209491,27.06909215,84.99114676,61.71217593,30.18202441,7.361201775,20.35738591,61.53886469,33.42767106,1210,102.7122106,45.00011574,596,3,1.92,53,67
"258","BR024-35218","N6C2J2_PH35","L7","C6",148,10,12,NA,NA,NA,NA,71,89,19,34,10230,90062.5,199760.5,4740.131579,62.87947917,31.08206682,84.93708364,66.87913194,28.71430671,11.1526699,20.91598235,44.33915865,35.53502712,1295,104.8785995,41.99912037,758,5,1.61,57,72
"259","BR024-36111","N1C1J1_PH36","L1","C5",180,22,45.9,NA,NA,NA,NA,62,80,19,44,22060,191485,355772.5,10078.15789,51.04097222,59.05943926,113.9973612,55.04106481,24.9900781,10.50894562,17.68028626,79.88432238,69.97907059,1891,89.04106481,38.00009259,2517,7,3.4,50,62
"260","BR024-36112","N1C1J1_PH36","L2","C5",156,22,57,81,1049,46,0.054337464,60,73,14,33,27880,171375,364738,12241.07143,51.10185185,58.67232542,95.005498,53.10184028,22.16377126,10.09673163,16.57793364,73.48912768,65.81037321,1696,86.10211806,35.0002662,2246,7,3.35,48,62
"261","BR024-36113","N1C1J1_PH36","L4","C5",172,24,53.6,NA,NA,NA,NA,61,75,15,35,27020,207756.5,348085,13850.43333,51.21515046,73.86941053,116.0174563,54.21501157,19.32599691,8.932525025,14.99167911,91.12764842,79.87764355,1834,80.25013889,29.03498843,2488,8,3.11,50,63
"262","BR024-36114","N1C1J1_PH36","L7","C5",163,21,46.9,92,1054,48,0.044497154,61,76,16,44,26460,164932.5,386237,10308.28125,53.37571759,40.47912291,92.00106483,55.37533565,32.37224292,11.05857298,18.58920579,66.55469933,58.90515241,1736,89.37569444,35.99997685,2606,8,3.38,50,64
"263","BR024-36215","N1C1J1_PH36","L1","C6",170,19,45.7,NA,NA,NA,NA,59,78,20,46,20165,175020,293537.5,8751,49.50972222,58.33707803,122.9886122,53.50980324,24.07902568,10.1917201,16.9669356,78.05355643,69.32601312,1823,81.50976852,32.0000463,1702,5,3.15,46,60
"264","BR024-36216","N1C1J1_PH36","L3","C6",176,20,45.2,88,863,41,0.052375435,59,72,14,37,25300,130865,330506.5,9347.5,51.66673611,64.21573694,109.9758155,54.66673611,20.2831901,9.82742319,15.62053737,75.35037269,69.89196174,1705,80.66695602,29.00021991,2297,6,4.03,47,61
"265","BR024-36217","N1C1J1_PH36","L5","C6",178,23,49.6,NA,NA,NA,NA,61,70,10,44,43329,206767,481880,20676.7,50.76346065,73.96501455,129.9563804,54.76313657,20.48400868,9.161440527,15.46325555,95.12696147,82.37269286,1909,78.76380787,28.00034722,2205,6,3.5,50,62
"266","BR024-36218","N1C1J1_PH36","L7","C6",143,26,37.6,88,1096,41,0.034306569,61,84,24,41,14160,197150,246722.5,8214.583333,49.88047454,41.75606088,101.0409309,52.88063657,26.68594634,11.39486556,17.54013057,56.82383846,53.54863216,1467,85.8812037,36.00072917,1012,3,2.98,46,60
"267","BR024-37111","N1C1J1. N6C2J2","L2","C5",175,12,42.7,NA,NA,NA,NA,59,73,15,41,27625,157143,447671,10476.2,51.07734954,44.67520934,146.9608785,55.07753472,34.57846136,10.37023448,17.82608444,86.7868515,73.09513227,1912,89.07765046,38.00030093,1802,6,2.82,50,62
